Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand,Model
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,11.57,48.22,10.776390501067295,3.875773872753025,porsche,cayenne
Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.24,3.0,10.46310334047155,1.0986122886681098,maruti,alto
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,11.57,7.5,10.861361589060426,2.0149030205422647,volkswagen,vento
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,11.57,2.6,11.407564949312402,0.9555114450274363,mahindra,scorpio
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,70.55,61.25,7.24422751560335,4.114963849424837,bmw,x3
Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,11.57,3.5,11.711776323715394,1.252762968495368,honda,city
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,39.27,28.95,9.957502140842367,3.3655702040190043,mini,cooper
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,11.57,15.0,11.26446410567173,2.70805020110221,mitsubishi,pajero
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,11.57,4.25,11.184421397998193,1.4469189829363254,maruti,swift
Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998.0,552.0,4.0,11.57,59.0,10.778956289890028,4.07753744390572,bentley,continental
Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,11.57,6.6,10.680194326195004,1.8870696490323797,maruti,ertiga
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,11.57,5.2,12.201060103706629,1.6486586255873816,toyota,innova
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,11.57,10.0,10.4341158035983,2.302585092994046,mercedes-benz,new
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,11.57,35.0,10.543866667557417,3.5553480614894135,mercedes-benz,new
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.57,8.75,10.308952660644293,2.169053700369523,ford,ecosport
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,6.41,4.57,11.06671648429021,1.5195132049061133,toyota,etios
Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.57,2.5,11.03488966402723,0.9162907318741551,hyundai,i10
Hyundai Santro LP - Euro II,Chennai,2005,105000,Petrol,Manual,First,0.0,999.0,94.0,5.0,11.57,1.75,11.56171562913966,0.5596157879354227,hyundai,santro
Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,11.57,20.11,11.000181335381606,3.001217203784561,land,rover
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,11.57,7.8,11.880834074351759,2.0541237336955462,toyota,innova
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,11.57,3.61,11.066497727453186,1.2837077723447896,hyundai,i20
Hyundai Santro Xing XO eRLX Euro II,Pune,2007,72000,Petrol,Manual,Second,17.0,1086.0,94.0,5.0,11.57,1.11,11.184421397998193,0.10436001532424286,hyundai,santro
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,9.47,4.6,10.460098831451251,1.5260563034950492,nissan,micra
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,11.57,85.0,11.482497184842316,4.442651256490317,bmw,x6
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,11.57,5.25,10.714417768752456,1.6582280766035324,honda,city
Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,11.57,3.3,10.714417768752456,1.1939224684724346,honda,amaze
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.57,17.75,11.512925464970229,2.8763855159214247,toyota,fortuner
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179.0,187.7,5.0,11.57,35.0,11.156250521031495,3.5553480614894135,land,rover
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.57,13.39,10.519294620121293,2.5945081597030812,hyundai,creta
Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,11.57,2.5,11.302204433654575,0.9162907318741551,chevrolet,beat
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.74,18.36,9.942179279647114,2.9101743851923443,toyota,innova
Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,11.57,5.95,11.131811447725894,1.7833912195575383,maruti,swift
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,11.57,11.0,10.763207932921889,2.3978952727983707,hyundai,creta
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,139.0,64.75,10.757902880692196,4.1705337005796475,land,rover
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.57,6.3,11.759785542901755,1.840549633397487,honda,amaze
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.57,11.94,9.781432906528822,2.479894107964456,hyundai,creta
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,11.57,5.95,10.462731842903445,1.7833912195575383,volkswagen,vento
Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.57,11.0,10.51867319162636,2.3978952727983707,honda,city
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.57,12.53,10.5524477082064,2.528125768907977,hyundai,creta
Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,11.57,3.75,10.389303013297951,1.3217558399823195,ford,figo
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,11.57,27.0,11.385092093460344,3.295836866004329,bmw,5
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.57,9.95,11.661345470088502,2.2975725511705014,mitsubishi,pajero
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,11.57,4.2,11.957611286231675,1.4350845252893227,renault,duster
Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,11.57,2.0,11.229487705996814,0.6931471805599453,maruti,ritz
Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.57,3.25,10.239959789157341,1.1786549963416462,hyundai,grand
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,11.57,34.0,9.711115659888671,3.5263605246161616,mercedes-benz,gla
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,71.82,30.37,11.23370086043112,3.4134552790576573,bmw,5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.57,12.6,10.399828782101146,2.533696813957432,hyundai,creta
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78,5.09,8.789964651132264,1.6272778305624314,renault,kwid
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,11.57,24.5,10.308952660644293,3.1986731175506815,audi,a4
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,11.57,7.97,9.787178430135745,2.075684492802124,maruti,ciaz
Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,11.57,2.9,11.15293073090682,1.0647107369924282,honda,jazz
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,54.43,21.33,11.04138465486714,3.0601145324832593,bmw,3
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,11.57,6.5,11.48246625748552,1.8718021769015913,hyundai,verna
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,11.57,12.15,10.927502005497212,2.4973291697865574,hyundai,creta
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,11.57,4.25,9.740968623038354,1.4469189829363254,volkswagen,vento
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,55.07,35.84,10.440916158096654,3.57906458810673,bmw,3
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,33.51,3.0,11.813030057420567,1.0986122886681098,honda,cr-v
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,15.94,6.75,11.289781913656018,1.9095425048844386,renault,duster
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,11.57,5.65,10.343193043798992,1.7316555451583497,hyundai,i20
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,11.57,7.5,10.968198289528557,2.0149030205422647,volkswagen,jetta
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.57,13.34,10.476724436423515,2.590767040487478,hyundai,creta
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11.57,7.9,11.039508015264646,2.066862759472976,maruti,ciaz
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11.57,6.98,10.739912227799696,1.9430489167742813,hyundai,i20
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.57,5.75,9.126958763037132,1.749199854809259,hyundai,verna
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.57,2.65,10.921233183065615,0.9745596399981308,volkswagen,polo
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.57,2.49,10.923705773776225,0.9122827104766164,volkswagen,polo
Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,11.57,1.5,11.135362447709008,0.4054651081081644,maruti,sx4
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,11.57,6.5,11.118044150401708,1.8718021769015913,honda,mobilio
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,11.57,8.0,10.645424897265505,2.0794415416798357,renault,duster
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,34.45,30.85,10.242421043498677,3.4291367503513968,toyota,fortuner
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,11.57,17.15,11.441901961716852,2.8419981736119486,volvo,xc60
Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,11.57,4.55,10.09823162932864,1.5151272329628591,maruti,celerio
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,11.57,7.4,10.776515814350669,2.0014800002101243,maruti,ciaz
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,11.57,25.64,9.430840432344976,3.2441536320524693,audi,q5
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,11.57,13.5,10.945229621126595,2.6026896854443837,bmw,x1
Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,11.57,3.55,10.545341438708522,1.2669476034873244,ford,figo
Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,11.57,15.0,10.46310334047155,2.70805020110221,hyundai,elantra
Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,11.57,1.95,11.289781913656018,0.6678293725756554,hyundai,verna
Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,11.57,2.3,11.736069016284437,0.8329091229351039,honda,civic
Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,11.57,15.0,11.719939634354555,2.70805020110221,toyota,fortuner
Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.57,3.15,11.156250521031495,1.1474024528375417,hyundai,i10
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,11.57,5.0,11.384887527083524,1.6094379124341003,nissan,sunny
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,11.57,24.75,10.614327292626992,3.2088254890146994,bmw,5
Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,11.57,2.6,11.326595886778735,0.9555114450274363,chevrolet,optra
Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.57,3.75,11.362102575235644,1.3217558399823195,hyundai,i10
Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,11.57,4.85,11.002133173982028,1.5789787049493917,skoda,laura
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,11.57,27.0,11.002099841204238,3.295836866004329,mercedes-benz,e-class
Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.57,3.0,11.346599297129499,1.0986122886681098,honda,amaze
BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,11.57,28.75,10.043249494911286,3.3586377672433594,bmw,x1
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.57,14.49,11.307425348828614,2.673458756332591,toyota,innova
Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,11.57,72.0,10.502324053624832,4.276666119016055,porsche,panamera
Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,11.48,4.0,11.156250521031495,1.3862943611198906,nissan,sunny
Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,11.57,4.5,10.596634733096073,1.5040773967762742,maruti,swift
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6.8,6.25,6.396929655216146,1.8325814637483102,maruti,wagon
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,11.57,11.5,11.087053547084402,2.4423470353692043,volkswagen,jetta
Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,11.57,3.1,11.27720313144916,1.1314021114911006,honda,accord
Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11.57,10.11,8.517193191416238,2.3135250330323798,honda,city
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.57,11.54,8.704170559746386,2.4458192610799534,hyundai,verna
Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,11.57,1.0,11.362102575235644,0.0,maruti,wagon
Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,11.57,2.5,11.982929094215963,0.9162907318741551,maruti,swift
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,11.57,18.0,11.001549689898756,2.8903717578961645,audi,q5
Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,11.57,6.85,10.671904530069884,1.9242486522741338,toyota,etios
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,11.57,2.97,11.093265078956328,1.0885619528146082,hyundai,i10
Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.57,4.75,11.156250521031495,1.55814461804655,hyundai,verna
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,11.57,7.38,10.593153681259418,1.998773638612381,volkswagen,polo
BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,11.57,42.75,9.710206155505832,3.755369195382769,bmw,5
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,11.57,3.65,11.255863120452393,1.2947271675944,hyundai,i20
Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,11.57,5.99,9.769327390849192,1.7900914121273581,hyundai,grand
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,11.57,13.5,11.736069016284437,2.6026896854443837,toyota,fortuner
Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,11.57,7.0,10.466782279155884,1.9459101490553132,maruti,baleno
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.57,10.95,10.04246657981758,2.3933394562625097,hyundai,creta
Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,11.57,2.95,10.905955980651335,1.0818051703517284,hyundai,i10
Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.15,5.5,9.694924684536947,1.7047480922384253,tata,tigor
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,33.36,17.08,11.20695721483113,2.837908188360424,skoda,superb
Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,11.57,6.85,10.994940944005759,1.9242486522741338,maruti,swift
Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,11.57,10.5,11.633610951105782,2.3513752571634776,honda,cr-v
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,11.57,8.75,11.678439903447801,2.169053700369523,toyota,innova
Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.57,2.7,11.002099841204238,0.9932517730102834,honda,city
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,13.7,4.25,11.226029749925072,1.4469189829363254,hyundai,verna
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,10.63,7.9,8.006367567650246,2.066862759472976,toyota,etios
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,11.57,4.5,11.26446410567173,1.5040773967762742,skoda,superb
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,11.57,4.0,10.757902880692196,1.3862943611198906,nissan,sunny
Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.57,4.75,10.645424897265505,1.55814461804655,honda,city
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,11.57,7.65,8.827614750837508,2.0347056478384444,hyundai,elite
Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,11.57,3.47,10.918283355111127,1.244154593958768,chevrolet,optra
Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,11.57,5.64,10.59297805559253,1.7298840655099674,honda,amaze
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.57,2.95,10.085809109330082,1.0818051703517284,volkswagen,polo
Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,11.57,5.65,10.915088464214607,1.7316555451583497,maruti,swift
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,11.57,8.41,10.732912351388622,2.1294214739848565,ford,endeavour
Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,11.57,0.85,11.951180395901384,-0.16251892949777494,maruti,baleno
Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,11.57,0.8,11.736069016284437,-0.2231435513142097,maruti,wagon
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,10.32,5.65,10.877122236592484,1.7316555451583497,volkswagen,polo
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,11.57,4.5,10.799575577092764,1.5040773967762742,hyundai,verna
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11.57,6.9,10.858998997563564,1.9315214116032138,maruti,ciaz
Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0.0,2446.0,94.0,8.0,11.57,2.2,12.332705296463539,0.7884573603642703,toyota,qualis
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,11.57,4.0,11.695288687562819,1.3862943611198906,nissan,sunny
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,11.57,5.6,10.404262840448617,1.7227665977411035,skoda,rapid
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.43,2.2,11.744037185933616,0.7884573603642703,maruti,eeco
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,11.57,4.0,11.107960231903714,1.3862943611198906,skoda,rapid
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,11.57,16.0,11.711776323715394,2.772588722239781,toyota,fortuner
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.57,12.6,10.275051108968611,2.533696813957432,hyundai,creta
Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,11.57,4.79,10.652896912104206,1.5665304114228238,hyundai,i20
Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,26.6,998.0,58.16,5.0,11.57,3.65,9.99884318585288,1.2947271675944,maruti,wagon
Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.57,6.83,11.34545311102648,1.9213246735826988,honda,city
Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,11.57,0.51,11.225243392518447,-0.6733445532637656,maruti,800
Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,11.57,0.69,11.350406535472453,-0.37106368139083207,ford,ikon
Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,11.57,4.65,10.098067006725584,1.536867219599265,maruti,swift
Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.57,6.49,10.596634733096073,1.8702625307159986,honda,city
Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,11.57,2.9,11.074637533494561,1.0647107369924282,hyundai,verna
Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.57,7.4,10.46310334047155,2.0014800002101243,hyundai,verna
Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,11.57,3.25,10.621327345686446,1.1786549963416462,renault,kwid
